Gene	MostFrequentPhenotype	numVariant	numPhenotypes	Date	MostFrequentInterpretation
DRG2	Global developmental delay	7	6	aug2014	Pathogenic
CASQ2	AllHighlyPenetrant	32	6	aug2014	Benign
EVC2	Chondroectodermal dysplasia	17	4	aug2014	Pathogenic
AP1B1	Global developmental delay	8	5	aug2014	Pathogenic
GNPTG	Mucolipidosis III Gamma	23	2	aug2014	Pathogenic
OTC	not provided	355	6	aug2014	Pathogenic
ACADVL	not provided	64	5	aug2014	Pathogenic
TSEN54	not provided	21	4	aug2014	Benign
CHN1	Duane syndrome type 2	9	1	aug2014	Pathogenic
CAV3	not provided	123	17	aug2014	not provided
CAV1	Primary pulmonary hypertension 3	6	4	aug2014	Pathogenic
IL12RB1	Mycobacterial and salmonella infections, susc	11	5	aug2014	risk factor
ATP6AP2	not provided	11	4	aug2014	Benign
BRCA1	Breast-ovarian cancer, familial 1	4680	11	aug2014	not provided
BRCA2	Breast-ovarian cancer, familial 2	6061	16	aug2014	not provided
RBBP8	AllHighlyPenetrant	11	5	aug2014	Pathogenic
ADCY2	Lung cancer	28	10	aug2014	Pathogenic
ADCY8	Malignant melanoma	20	5	aug2014	not provided
ADCY9	Malignant melanoma	9	6	aug2014	not provided
NR3C1	Glucocorticoid resistance, generalized	15	8	aug2014	Pathogenic
XRCC2	Neoplastic Syndromes, Hereditary	22	4	aug2014	Uncertain significance
FTL	Hyperferritinemia cataract syndrome	20	4	aug2014	Pathogenic
CTLA4	Hashimoto thyroiditis, susceptibility to	8	6	aug2014	risk factor
TFR2	Hemochromatosis type 3	26	3	aug2014	Pathogenic
LMNB2	not provided	10	3	aug2014	not provided
LMNB1	not provided	6	3	aug2014	not provided
LRBA	MICROPHTHALMIA, SYNDROMIC 14	15	6	aug2014	Pathogenic
OPN1MW	Colorblindness, partial, deutan series	6	3	aug2014	Pathogenic
KCNA5	Atrial fibrillation, familial, 7	6	1	aug2014	Pathogenic
KCNA1	Episodic ataxia type 1	27	6	aug2014	Pathogenic
OPTN	Glaucoma 1, open angle, e	10	4	aug2014	Pathogenic
ZHX2	Lung cancer	6	2	aug2014	Uncertain significance
MCCC2	3-methylcrotonyl CoA carboxylase 2 deficiency	17	3	aug2014	Pathogenic
MCCC1	not provided	19	5	aug2014	Pathogenic
CCDC39	Ciliary dyskinesia, primary, 14	7	2	aug2014	Pathogenic
ACACA	Developmental delay and additional significan	27	10	aug2014	Pathogenic
SLC35D1	Schneckenbecken dysplasia	8	2	aug2014	Pathogenic
SARS2	not provided	7	3	aug2014	Benign
HS3ST4	Lung cancer	6	2	aug2014	Uncertain significance
IL1RAPL1	Lung cancer	14	5	aug2014	Pathogenic
PCDHA@	Malignant melanoma	25	3	aug2014	not provided
WDR35	Cranioectodermal dysplasia 2	14	4	aug2014	Pathogenic
PXDNL	Lung cancer	8	2	aug2014	not provided
KRT14	not provided	120	8	aug2014	not provided
SYNJ1	Malignant melanoma	7	4	aug2014	not provided
KERA	Cornea plana 2	8	2	aug2014	Pathogenic
PCDHA9	Malignant melanoma	23	2	aug2014	not provided
BCL9	Developmental delay and additional significan	67	17	aug2014	Pathogenic
BCL6	AllHighlyPenetrant	10	2	aug2014	not provided
BCL2	Developmental delay and additional significan	9	5	aug2014	Pathogenic
LRFN2	Malignant melanoma	6	2	aug2014	not provided
CLMP	Congenital short bowel syndrome	6	3	aug2014	Pathogenic
LRFN5	Lung cancer	10	2	aug2014	Uncertain significance
NKX2-1	Benign hereditary chorea	10	2	aug2014	Pathogenic
NKX2-5	Atrial septal defect 7 with or without atriov	44	16	aug2014	Pathogenic
CYFIP1	Developmental delay and additional significan	22	10	aug2014	Uncertain significance
MTM1	not provided	24	4	aug2014	Pathogenic
SERPINB6	AllHighlyPenetrant	7	3	aug2014	Benign
POLG	not provided	119	11	aug2014	Benign
ATP8B1	Progressive intrahepatic cholestasis	16	3	aug2014	Pathogenic
ATP8B4	Malignant melanoma	6	2	aug2014	not provided
DES	not provided	118	9	aug2014	not provided
ASXL1	AllHighlyPenetrant	36	3	aug2014	not provided
ASXL3	Malignant melanoma	10	3	aug2014	not provided
TLR1	not provided	10	4	aug2014	not provided
GBA2	Spastic paraplegia 46, autosomal recessive	9	2	aug2014	Pathogenic
GBA3	Lung cancer	7	2	aug2014	Uncertain significance
SMC1A	Congenital muscular hypertrophy-cerebral synd	11	4	aug2014	Pathogenic
EPHA1-AS1	Malignant melanoma	6	1	aug2014	not provided
MTNR1B	DIABETES MELLITUS, TYPE 2, SUSCEPTIBILITY TO	6	2	aug2014	risk factor
IVD	not provided	18	6	aug2014	Pathogenic
PEX2	not provided	9	3	aug2014	Pathogenic
PEX5	not provided	7	4	aug2014	Uncertain significance
PEX7	Rhizomelic chondrodysplasia punctata type 1	18	3	aug2014	Pathogenic
PEX6	AllHighlyPenetrant	24	5	aug2014	Pathogenic
ZNF560	Malignant melanoma	6	1	aug2014	not provided
ACE	Renal dysplasia	14	10	aug2014	Pathogenic
NEB	AllHighlyPenetrant	119	6	aug2014	Likely benign
ACR	Developmental delay and additional significan	28	6	aug2014	Pathogenic
ATP5I	Developmental delay and additional significan	11	4	aug2014	Pathogenic
GNAI2	Malignant melanoma	10	6	aug2014	other
ATP5E	not provided	9	5	aug2014	Benign
GPR143	not provided	57	3	aug2014	not provided
HLA-B	Toxic epidermal necrolysis	11	8	aug2014	risk factor
MTHFR	Homocystinuria due to MTHFR deficiency	13	4	aug2014	Pathogenic
DTNA	AllHighlyPenetrant	56	9	aug2014	Benign
ACHE	Malignant melanoma	7	4	aug2014	Pathogenic
MET	Renal cell carcinoma, papillary, 1	132	9	aug2014	Uncertain significance
WWOX	Lung cancer	10	5	aug2014	Uncertain significance
RPS19	Diamond-Blackfan anemia 1	10	2	aug2014	Pathogenic
PRAMEF4	Malignant melanoma	17	1	aug2014	not provided
SLC9A3R1	not provided	7	2	aug2014	Uncertain significance
POU4F3	Deafness, autosomal dominant 15	8	3	aug2014	Pathogenic
MCOLN1	Ganglioside sialidase deficiency	10	2	aug2014	Pathogenic
RASA1	Basal cell carcinoma, somatic	9	4	aug2014	Pathogenic
ACTN3	Malignant melanoma	6	5	aug2014	Pathogenic
ACTN2	AllHighlyPenetrant	99	6	aug2014	Benign
PTPRT	Lung cancer	27	4	aug2014	Uncertain significance
SLC40A1	Hemochromatosis type 4	14	2	aug2014	Pathogenic
ACTN4	Focal segmental glomerulosclerosis 1	7	3	aug2014	Pathogenic
TINF2	Dyskeratosis congenita autosomal dominant	28	6	aug2014	Pathogenic
PTPRD	Lung cancer	11	5	aug2014	Uncertain significance
PTPRC	not provided	14	6	aug2014	Benign
PTPRO	Malignant melanoma	9	3	aug2014	not provided
PTPRK	Malignant melanoma	8	2	aug2014	not provided
DMPK	AllHighlyPenetrant	10	4	aug2014	Benign
DMP1	Autosomal recessive hypophosphatemic vitamin 	6	2	aug2014	Pathogenic
RPGRIP1	not provided	36	3	aug2014	not provided
F5	Factor V deficiency	24	9	aug2014	Pathogenic
MYD88	AllHighlyPenetrant	8	3	aug2014	not provided
RMRP	Metaphyseal chondrodysplasia, McKusick type	30	5	aug2014	Pathogenic
CHL1	Malignant melanoma	16	7	aug2014	Uncertain significance
EFTUD2	Growth and mental retardation, mandibulofacia	11	2	aug2014	Pathogenic
DAOA	not provided	6	2	aug2014	not provided
GDI1	X-Linked Mental Retardation 41	7	2	aug2014	Pathogenic
PSAP	Sphingolipid activator protein 1 deficiency	18	5	aug2014	Pathogenic
KRT17	not provided	39	4	aug2014	not provided
KRT16	not provided	33	4	aug2014	not provided
POMC	Proopiomelanocortin deficiency	7	2	aug2014	Pathogenic
KRT13	not provided	13	3	aug2014	not provided
KRT12	not provided	28	2	aug2014	not provided
KRT10	not provided	56	5	aug2014	not provided
KRT19	not provided	8	2	aug2014	not provided
KRT18	not provided	15	3	aug2014	not provided
SLC26A6	not provided	11	2	aug2014	Uncertain significance
SPTA1	Elliptocytosis 2	43	7	aug2014	Pathogenic
HGSNAT	Mucopolysaccharidosis, MPS-III-C	14	3	aug2014	Pathogenic
PLP1	Pelizaeus-Merzbacher disease	36	9	aug2014	Pathogenic
CDC6	AllHighlyPenetrant	6	3	aug2014	Likely benign
PKLR	Pyruvate kinase deficiency	15	4	aug2014	Pathogenic
C10orf11	Lung cancer	11	2	aug2014	Uncertain significance
NAT2	Slow acetylator due to N-acetyltransferase en	6	2	aug2014	drug response
NAT1	Developmental delay and additional significan	17	10	aug2014	Pathogenic
TMIE	AllHighlyPenetrant	14	3	aug2014	Pathogenic
KIAA2022	Mental retardation, X-linked 98	8	4	aug2014	Pathogenic
TTLL5	CONE-ROD DYSTROPHY 19	8	2	aug2014	Pathogenic
LTBP4	Cutis laxa with severe pulmonary, gastrointes	8	1	aug2014	Pathogenic
LTBP2	Microspherophakia	31	11	aug2014	Pathogenic
LTBP1	Malignant melanoma	11	4	aug2014	not provided
SUFU	AllHighlyPenetrant	18	7	aug2014	not provided
MBD5	not provided	25	5	aug2014	Benign
FAM126A	Hypomyelination and Congenital Cataract	6	1	aug2014	Pathogenic
COL11A1	Fibrochondrogenesis	21	10	aug2014	Pathogenic
COL11A2	AllHighlyPenetrant	36	10	aug2014	Benign
SLC17A8	AllHighlyPenetrant	7	4	aug2014	Benign
TSPAN12	Exudative vitreoretinopathy 5	13	2	aug2014	Pathogenic
SLC25A19	AllHighlyPenetrant	10	4	aug2014	Likely benign
SLC25A15	Hyperornithinemia-hyperammonemia-homocitrulli	21	3	aug2014	Pathogenic
SLC25A13	Neonatal intrahepatic cholestasis caused by c	24	4	aug2014	Pathogenic
MT-ND1	Lebers optic atrophy	25	10	aug2014	Pathogenic
MT-ND2	Lebers optic atrophy	6	3	aug2014	Pathogenic
MT-ND3	Leigh syndrome due to mitochondrial complex I	7	5	aug2014	Pathogenic
MT-ND4	Lebers optic atrophy	6	4	aug2014	Pathogenic
MT-ND5	Lebers optic atrophy	19	5	aug2014	Pathogenic
MT-ND6	Lebers optic atrophy	16	6	aug2014	Pathogenic
NDUFA10	not provided	11	4	aug2014	Benign
MMAA	Methylmalonic aciduria cblA type	11	4	aug2014	Pathogenic
MMAB	Methylmalonic aciduria cblB type	8	3	aug2014	Pathogenic
TYR	not provided	149	9	aug2014	not provided
ALG8	Congenital disorder of glycosylation type 1H	13	4	aug2014	Pathogenic
ALG9	AllHighlyPenetrant	6	3	aug2014	Benign
STAR	Cholesterol monooxygenase (side-chain cleavin	15	1	aug2014	Pathogenic
FUS	Amyotrophic lateral sclerosis type 6	13	3	aug2014	Pathogenic
ALG3	Congenital disorder of glycosylation type 1D	6	2	aug2014	Pathogenic
ALG1	Congenital disorder of glycosylation type 1K	19	4	aug2014	Pathogenic
ALG6	Congenital disorder of glycosylation type 1C	19	3	aug2014	Pathogenic
SMARCE1	Meningioma, familial	6	3	aug2014	risk factor
FIG4	Charcot-Marie-Tooth disease, type 4J	16	4	aug2014	Pathogenic
CLDN4	Developmental delay and additional significan	34	15	aug2014	Pathogenic
IRF6	Van der Woude syndrome	21	3	aug2014	Pathogenic
IRF5	Systemic lupus erythematosus 10	6	4	aug2014	risk factor
LINC00333	Lung cancer	7	1	aug2014	Uncertain significance
PDX1	Maturity-onset diabetes of the young, type 4	30	8	aug2014	Pathogenic
FECH	Erythropoietic protoporphyria	17	2	aug2014	Pathogenic
MTO1	not provided	13	3	aug2014	Benign
UNG	Immunodeficiency with hyper IgM type 5	7	1	aug2014	Pathogenic
CNBD1	Lung cancer	12	2	aug2014	Uncertain significance
LCAT	Norum disease	20	3	aug2014	Pathogenic
TRDN	Lung cancer	7	3	aug2014	Uncertain significance
TTPA	Ataxia with vitamin E deficiency	22	4	aug2014	Pathogenic
KLKB1	Prekallikrein deficiency	6	2	aug2014	Pathogenic
CYBB	not provided	96	6	aug2014	not provided
CYBA	Granulomatous disease, chronic, autosomal rec	18	3	aug2014	Pathogenic
CTNS	Cystinosis	28	5	aug2014	Pathogenic
DHCR24	Desmosterolosis	6	1	aug2014	Pathogenic
NOTCH2	Alagille syndrome 2	22	3	aug2014	Pathogenic
NOTCH3	Cerebral autosomal dominant arteriopathy with	19	4	aug2014	Pathogenic
CRLF1	Cold-induced sweating syndrome 1	21	2	aug2014	Pathogenic
POC1A	AllHighlyPenetrant	6	2	aug2014	Likely benign
PARK7	Parkinson disease 7	8	3	aug2014	Pathogenic
RORB	Malignant melanoma	7	2	aug2014	not provided
PARK2	Parkinson disease 2	47	8	aug2014	Pathogenic
ROR2	Brachydactyly type B1	19	6	aug2014	Pathogenic
KIT	AllHighlyPenetrant	48	15	aug2014	Pathogenic
EDAR	Autosomal recessive hypohidrotic ectodermal d	16	4	aug2014	Pathogenic
CRX	not provided	49	3	aug2014	not provided
TNFRSF14	AllHighlyPenetrant	33	2	aug2014	not provided
CRK	Developmental delay and additional significan	6	4	aug2014	Pathogenic
GLDC	Non-ketotic hyperglycinemia	89	3	aug2014	Likely pathogenic
PC	Pyruvate carboxylase deficiency	32	4	aug2014	Pathogenic
OR5L1	Malignant melanoma	6	1	aug2014	not provided
TRRAP	Malignant melanoma	8	1	aug2014	not provided
CR2	Malignant melanoma	7	3	aug2014	not provided
TNFRSF1A	TNF receptor-associated periodic fever syndro	93	3	aug2014	not provided
CYP19A1	Aromatase deficiency	21	6	aug2014	Pathogenic
PPP1R9B	not provided	30	2	aug2014	not provided
GPD1L	Brugada syndrome 2	7	4	aug2014	Pathogenic
EHMT1	AllHighlyPenetrant	65	5	aug2014	Pathogenic
HPRT1	Lesch-Nyhan syndrome	91	33	aug2014	Pathogenic
WDR11	not provided	9	3	aug2014	not provided
WDR19	Nephronophthisis 13	17	6	aug2014	Pathogenic
LINC00871	Lung cancer	7	1	aug2014	Uncertain significance
ZMYND10	Ciliary dyskinesia, primary, 22	6	1	aug2014	Pathogenic
LOC101927066	Lung cancer	6	1	aug2014	Uncertain significance
AMBN	Malignant melanoma	6	4	aug2014	not provided
HSPB1	Distal hereditary motor neuronopathy type 2B	11	3	aug2014	Pathogenic
KCNE2	Congenital long QT syndrome	25	8	aug2014	Pathogenic
KCNE1	not provided	75	10	aug2014	Pathogenic
LIG4	Lig4 syndrome	14	5	aug2014	Pathogenic
IL36RN	Pustular psoriasis, generalized	9	3	aug2014	Pathogenic
MT-TS1	AllHighlyPenetrant	16	7	aug2014	Pathogenic
ADAMTS20	Malignant melanoma	8	2	aug2014	not provided
GLIS3	AllHighlyPenetrant	7	3	aug2014	Likely benign
H6PD	Deficiency of (R)-20-hydroxysteroid dehydroge	7	2	aug2014	Pathogenic
BCHE	Deficiency of butyrylcholine esterase	26	21	aug2014	Pathogenic
TUBA1A	Lissencephaly 3	12	3	aug2014	Pathogenic
IGSF10	Malignant melanoma	8	1	aug2014	not provided
G6PD	not provided	132	86	aug2014	other
G6PC	Glycogen storage disease type 1A	28	4	aug2014	Pathogenic
POMT1	not provided	56	6	aug2014	Pathogenic
POMT2	not provided	49	5	aug2014	Pathogenic
ALAD	Porphobilinogen synthase deficiency	8	3	aug2014	Pathogenic
BCL10	Follicular lymphoma	18	8	aug2014	other
PDCD2	Developmental delay and additional significan	7	4	aug2014	Pathogenic
DSG2	AllHighlyPenetrant	103	8	aug2014	Benign
SERPINF1	Osteogenesis imperfecta type 12	11	3	aug2014	Pathogenic
ARFGEF2	not provided	30	5	aug2014	Uncertain significance
OXCT1	Succinyl-CoA acetoacetate transferase deficie	18	5	aug2014	Uncertain significance
DSG4	Hypotrichosis 6	12	2	aug2014	Pathogenic
CIC	AllHighlyPenetrant	33	2	aug2014	not provided
LRP1B	Lung cancer	34	2	aug2014	Uncertain significance
CUBN	Megaloblastic anemia due to inborn errors of 	35	4	aug2014	Likely pathogenic
GPC3	Simpson-Golabi-Behmel syndrome	21	7	aug2014	Pathogenic
GPC5	Lung cancer	44	4	aug2014	Uncertain significance
GPC6	Lung cancer	21	3	aug2014	Uncertain significance
BICD2	Spinal muscular atrophy, lower extremity pred	6	1	aug2014	Pathogenic
BBS9	Bardet-Biedl syndrome 9	13	4	aug2014	Pathogenic
BBS1	Bardet-Biedl syndrome 1	18	6	aug2014	Pathogenic
BBS2	Bardet-Biedl syndrome 2	24	5	aug2014	Pathogenic
BBS5	Bardet-Biedl syndrome 5	11	5	aug2014	Pathogenic
BBS4	Bardet-Biedl syndrome	27	7	aug2014	Pathogenic
NYX	not provided	27	2	aug2014	not provided
AGL	Glycogen storage disease IIIa	29	7	aug2014	Pathogenic
AGK	Cataract and cardiomyopathy	13	4	aug2014	Pathogenic
AGA	Aspartylglycosaminuria	54	11	aug2014	Pathogenic
KHDC3L	Hydatidiform mole, recurrent, 2	6	2	aug2014	Pathogenic
PDCD10	Cerebral cavernous malformations 3	7	1	aug2014	Pathogenic
AGT	Renal dysplasia	13	8	aug2014	Pathogenic
ESPN	Deafness, without vestibular involvement, aut	7	3	aug2014	Pathogenic
PIK3CA	AllHighlyPenetrant	50	17	aug2014	other
PRNP	Genetic prion diseases	60	13	aug2014	Pathogenic
ZNF674	AllHighlyPenetrant	11	4	aug2014	Benign
ORM1	OROSOMUCOID POLYMORPHISM	10	8	aug2014	Uncertain significance
MAX	Pheochromocytoma, susceptibility to	9	3	aug2014	risk factor
ACLY	not provided	11	2	aug2014	Uncertain significance
MAK	Retinitis pigmentosa 62	7	3	aug2014	Pathogenic
ALDH3A2	Sjögren-Larsson syndrome	9	1	aug2014	Pathogenic
EVC	Chondroectodermal dysplasia	10	4	aug2014	Pathogenic
KCNIP4	Lung cancer	20	2	aug2014	Uncertain significance
MPV17	Navajo neurohepatopathy	22	2	aug2014	Pathogenic
HMCN1	not provided	24	5	aug2014	not provided
RPS6KA3	Coffin-Lowry syndrome	30	5	aug2014	Pathogenic
FTCD	AllHighlyPenetrant	10	4	aug2014	Pathogenic
EDIL3	Lung cancer	8	2	aug2014	Uncertain significance
VAPB	Amyotrophic lateral sclerosis type 8	7	5	aug2014	Pathogenic
NPHP3	not provided	23	8	aug2014	Pathogenic
NPHP1	AllHighlyPenetrant	32	15	aug2014	Benign
NPHP4	AllHighlyPenetrant	25	4	aug2014	Benign
CTH	Cystathioninuria	6	3	aug2014	Pathogenic
MYLK2	AllHighlyPenetrant	43	5	aug2014	Benign
MYLK3	Malignant melanoma	6	2	aug2014	not provided
SP110	Hepatic venoocclusive disease with immunodefi	9	3	aug2014	Pathogenic
SLCO1B1	Malignant melanoma	9	4	aug2014	not provided
IFIH1	AICARDI-GOUTIERES SYNDROME 7	8	1	aug2014	Pathogenic
FYCO1	Cataract, autosomal recessive congenital 2	6	1	aug2014	Pathogenic
AASS	Hyperlysinemia	7	1	aug2014	Pathogenic
CD44	Calcium oxalate urolithiasis	16	5	aug2014	association
CD46	Atypical hemolytic-uremic syndrome 2	6	1	aug2014	risk factor
CA10	Lung cancer	10	2	aug2014	Uncertain significance
GLRA1	Hyperekplexia hereditary	28	3	aug2014	Pathogenic
WDR72	Malignant melanoma	10	3	aug2014	not provided
PRPF8	Retinitis pigmentosa 13	7	1	aug2014	Pathogenic
ZFHX4	Malignant melanoma	20	2	aug2014	not provided
LEFTY2	not provided	7	2	aug2014	Benign
RAB27A	Griscelli syndrome type 2	13	3	aug2014	Pathogenic
RABGAP1L	Lung cancer	6	2	aug2014	Uncertain significance
CDON	Holoprosencephaly 11	9	3	aug2014	Pathogenic
LSAMP	Lung cancer	22	1	aug2014	Uncertain significance
PAK7	Malignant melanoma	7	2	aug2014	not provided
PAK3	X-linked mental retardation 30	11	4	aug2014	Pathogenic
NSDHL	Child syndrome	11	3	aug2014	Pathogenic
NUBPL	Mitochondrial complex I deficiency	9	3	aug2014	Pathogenic
OR4C13	Malignant melanoma	6	1	aug2014	not provided
CYP2D6	Debrisoquine, poor metabolism of	9	4	aug2014	Pathogenic
PRKG1	Lung cancer	25	4	aug2014	Uncertain significance
ARID2	AllHighlyPenetrant	22	3	aug2014	not provided
FASTKD2	not provided	9	3	aug2014	Benign
COX10	not provided	36	11	aug2014	Pathogenic
COX15	not provided	14	5	aug2014	Benign
PDGFRA	AllHighlyPenetrant	59	7	aug2014	not provided
SCN10A	Malignant melanoma	23	4	aug2014	not provided
MCTP2	Malignant melanoma	8	3	aug2014	not provided
TPM3	not provided	35	5	aug2014	not provided
TPM2	not provided	36	6	aug2014	not provided
TPM1	AllHighlyPenetrant	110	7	aug2014	Uncertain significance
FBXW7	AllHighlyPenetrant	9	2	aug2014	not provided
ETFA	GLUTARIC ACIDEMIA IIA	10	3	aug2014	Pathogenic
TGFBR2	Loeys-Dietz syndrome type 1B	61	8	aug2014	Benign
TGFBR1	Loeys-Dietz syndrome 1	24	5	aug2014	Pathogenic
ETFB	not provided	8	4	aug2014	Pathogenic
TPMT	Thiopurine methyltransferase deficiency	8	2	aug2014	Pathogenic
TJP2	AllHighlyPenetrant	29	5	aug2014	Benign
SH3PXD2B	Frank Ter Haar syndrome	6	3	aug2014	Pathogenic
AGRN	AllHighlyPenetrant	33	3	aug2014	Likely benign
SMARCA2	not provided	58	6	aug2014	not provided
SMARCA4	AllHighlyPenetrant	50	6	aug2014	not provided
FYN	not provided	7	2	aug2014	not provided
TOR1A	Dystonia 1	7	4	aug2014	Pathogenic
SPAST	Spastic paraplegia 4	23	4	aug2014	Pathogenic
CALCR	Lung cancer	10	3	aug2014	Uncertain significance
CANT1	Desbuquois syndrome	15	1	aug2014	Pathogenic
PAH	not provided	664	7	aug2014	not provided
DCN	Congenital Stromal Corneal Dystrophy	6	2	aug2014	Pathogenic
THRB	Thyroid hormone resistance, generalized, auto	38	3	aug2014	Pathogenic
DCC	Malignant melanoma	34	6	aug2014	not provided
DCX	Subcortical laminar heterotopia, X-linked	28	5	aug2014	Pathogenic
DCT	Developmental delay and additional significan	8	4	aug2014	Pathogenic
CUL7	Three M syndrome 1	8	2	aug2014	Pathogenic
CUL3	Pseudohypoaldosteronism, type 2	21	3	aug2014	Pathogenic
PNKP	not provided	46	4	aug2014	Benign
CDH23	AllHighlyPenetrant	300	8	aug2014	Benign
GNPAT	Rhizomelic chondrodysplasia punctata type 2	10	2	aug2014	Pathogenic
IHH	Brachydactyly type A1	11	2	aug2014	Pathogenic
TECTA	AllHighlyPenetrant	45	5	aug2014	Benign
GBA	Gauchers disease, type 1	124	11	aug2014	Pathogenic
SP140	Malignant melanoma	6	2	aug2014	not provided
ARHGAP6	Lung cancer	10	5	aug2014	Uncertain significance
PRLR	Lung cancer	7	4	aug2014	Uncertain significance
TMEM70	Nuclearly-encoded mitochondrial complex V (AT	13	3	aug2014	Pathogenic
SLC3A1	Cystinuria	11	3	aug2014	Pathogenic
BAG3	AllHighlyPenetrant	40	6	aug2014	Benign
SH2D1A	X-linked lymphoproliferative syndrome 1	13	1	aug2014	Pathogenic
MSRB3	Malignant melanoma	7	3	aug2014	not provided
CD79A	AllHighlyPenetrant	9	2	aug2014	not provided
ZNF385D	Lung cancer	16	2	aug2014	Uncertain significance
PDHA1	Pyruvate dehydrogenase e1-alpha deficiency	33	5	aug2014	Pathogenic
ATXN10	Spinocerebellar ataxia 10	8	3	aug2014	Pathogenic
TCAP	AllHighlyPenetrant	23	6	aug2014	Uncertain significance
NLRP14	not provided	17	2	aug2014	not provided
TMPO	AllHighlyPenetrant	42	5	aug2014	Benign
ECM1	Lipid proteinosis	7	1	aug2014	Pathogenic
FMR1	AllHighlyPenetrant	18	7	aug2014	Pathogenic
ANKRD30A	Malignant melanoma	11	2	aug2014	not provided
RGS6	Lung cancer	10	3	aug2014	Uncertain significance
RGS7	Lung cancer	22	2	aug2014	Uncertain significance
RGS9	Malignant melanoma	7	4	aug2014	not provided
CATSPERB	Malignant melanoma	9	2	aug2014	not provided
RDH12	Leber congenital amaurosis 13	13	2	aug2014	Pathogenic
DOLK	Congenital disorder of glycosylation type 1M	10	3	aug2014	Pathogenic
NALCN	Lung cancer	14	4	aug2014	Uncertain significance
TNNI2	not provided	15	3	aug2014	not provided
TRHDE	Lung cancer	9	2	aug2014	Uncertain significance
TDRD5	Malignant melanoma	9	3	aug2014	not provided
ABHD5	Triglyceride storage disease with ichthyosis	8	1	aug2014	Pathogenic
FAT3	Lung cancer	18	2	aug2014	Uncertain significance
FAT2	Malignant melanoma	6	1	aug2014	not provided
FAT4	Malignant melanoma	21	3	aug2014	not provided
POLR2F	Waardenburg syndrome type 4C	26	5	aug2014	Pathogenic
DSG3	Malignant melanoma	10	1	aug2014	not provided
PRODH	Proline dehydrogenase deficiency	22	6	aug2014	Pathogenic
DSCAML1	Malignant melanoma	7	2	aug2014	not provided
SOST	Sclerosteosis	6	2	aug2014	Pathogenic
FZD4	Familial exudative vitreoretinopathy	8	4	aug2014	Pathogenic
CACNB2	not provided	13	5	aug2014	Benign
CYP2B6	Efavirenz, poor metabolism of	10	3	aug2014	Pathogenic
CACNB4	not provided	15	5	aug2014	Benign
PHYH	Refsum disease, adult, 1	12	3	aug2014	Pathogenic
ASH1L	Malignant melanoma	6	1	aug2014	not provided
B3GALNT2	not provided	15	2	aug2014	not provided
B3GALNT1	p phenotype	6	3	aug2014	Pathogenic
TMEM237	Joubert syndrome 14	11	4	aug2014	Pathogenic
TMEM231	AllHighlyPenetrant	9	3	aug2014	Likely benign
NOTCH1	AllHighlyPenetrant	72	5	aug2014	not provided
BCL2L11	Developmental delay and additional significan	8	6	aug2014	Uncertain significance
ESCO2	Roberts-SC phocomelia syndrome	27	1	aug2014	Pathogenic
MSX1	Partial congenital absence of teeth	11	6	aug2014	Pathogenic
MSX2	Parietal foramina 1	8	3	aug2014	Pathogenic
HSD11B2	Apparent mineralocorticoid excess	14	2	aug2014	Pathogenic
SHOX	Leri Weill dyschondrosteosis	30	6	aug2014	Pathogenic
GTF2H2	Developmental delay and additional significan	16	10	aug2014	Benign
ALDH1B1	not provided	11	2	aug2014	Benign
PCDH9	Lung cancer	16	4	aug2014	Uncertain significance
RPL38	Developmental delay and additional significan	6	5	aug2014	Benign
BUB1B	AllHighlyPenetrant	48	7	aug2014	Pathogenic
INVS	Infantile nephronophthisis	15	5	aug2014	Pathogenic
LHX3	Pituitary hormone deficiency, combined 3	9	1	aug2014	Pathogenic
LHX4	Pituitary hormone deficiency, combined 4	7	2	aug2014	Pathogenic
B3GALTL	AllHighlyPenetrant	15	3	aug2014	Benign
B3GALT6	Spondyloepimetaphyseal dysplasia with joint l	14	3	aug2014	Pathogenic
SLC38A8	Foveal hypoplasia and anterior segment dysgen	7	3	aug2014	Pathogenic
OCA2	Tyrosinase-positive oculocutaneous albinism	20	4	aug2014	Pathogenic
HCN1	Lung cancer	24	7	aug2014	Uncertain significance
HCN4	not provided	19	5	aug2014	Benign
RAB3GAP2	not provided	22	6	aug2014	Pathogenic
PEPD	Prolidase deficiency	11	1	aug2014	Pathogenic
ZIC2	Holoprosencephaly 5	11	3	aug2014	Pathogenic
ZIC3	Heterotaxy, visceral, X-linked	13	4	aug2014	Pathogenic
TBC1D24	not provided	38	6	aug2014	Benign
GUCY2D	not provided	99	4	aug2014	not provided
INS	Permanent neonatal diabetes mellitus	47	13	aug2014	Pathogenic
GFPT1	Myasthenia, limb-girdle, with tubular aggrega	10	3	aug2014	Pathogenic
ACP1	Developmental delay and additional significan	10	7	aug2014	Pathogenic
GLA	Fabrys disease	137	7	aug2014	Pathogenic
MT-RNR1	AllHighlyPenetrant	45	5	aug2014	Pathogenic
NCOA1	Malignant melanoma	6	2	aug2014	not provided
NT5C3A	Uridine 5-prime monophosphate hydrolase defic	10	1	aug2014	Pathogenic
BSN	Malignant melanoma	6	1	aug2014	not provided
SLC27A4	Ichthyosis prematurity syndrome	7	1	aug2014	Pathogenic
AK2	Reticular dysgenesis	17	3	aug2014	Pathogenic
GUSB	Mucopolysaccharidosis type VII	28	3	aug2014	Pathogenic
