Gene	MostFrequentPhenotype	numVariant	numPhenotypes	Date	MostFrequentInterpretation
SLC25A13	Neonatal intrahepatic cholestasis caused by c	22	3	dec2013	Pathogenic
MT-ND1	Lebers optic atrophy	21	10	dec2013	Pathogenic
MT-ND3	Leigh syndrome due to mitochondrial complex I	6	4	dec2013	Pathogenic
MT-ND6	Lebers optic atrophy	12	6	dec2013	Pathogenic
STAT3	Hyperimmunoglobulin E syndrome	18	1	dec2013	Pathogenic
HSD17B3	Testosterone 17-beta-dehydrogenase deficiency	11	2	dec2013	Pathogenic
MMAA	Methylmalonic aciduria cblA type	6	2	dec2013	Pathogenic
TYR	Oculocutaneous albinism type 1A	44	7	dec2013	Pathogenic
ALG8	Congenital disorder of glycosylation type 1H	6	1	dec2013	Pathogenic
STAR	Cholesterol monooxygenase (side-chain cleavin	15	1	dec2013	Pathogenic
FUS	Amyotrophic lateral sclerosis type 6	13	3	dec2013	Pathogenic
ALG6	Congenital disorder of glycosylation type 1C	7	1	dec2013	Pathogenic
FIG4	Charcot-Marie-Tooth disease, type 4J	12	3	dec2013	Pathogenic
CLDN4	Developmental Delay and additional significan	33	15	dec2013	Pathogenic
IRF6	Van der Woude syndrome	19	2	dec2013	Pathogenic
IRF5	Systemic lupus erythematosus 10	6	4	dec2013	risk factor
PDX1	Maturity-onset diabetes of the young, type 4	29	7	dec2013	Pathogenic
SGCA	Limb-girdle muscular dystrophy, type 2D	8	2	dec2013	Pathogenic
FECH	Erythropoietic protoporphyria	17	2	dec2013	Pathogenic
UNG	Immunodeficiency with hyper IgM type 5	7	1	dec2013	Pathogenic
SMC1A	Congenital muscular hypertrophy-cerebral synd	7	2	dec2013	Pathogenic
LCAT	Norum disease	20	3	dec2013	Pathogenic
TTPA	Ataxia with vitamin E deficiency	20	3	dec2013	Pathogenic
KLKB1	Prekallikrein deficiency	6	2	dec2013	Pathogenic
CYBB	not provided	96	7	dec2013	not provided
CYBA	Granulomatous disease, chronic, autosomal rec	18	3	dec2013	Pathogenic
CTNS	Cystinosis	28	5	dec2013	Pathogenic
NOTCH2	Alagille syndrome 2	22	3	dec2013	Pathogenic
CRLF1	Cold-induced sweating syndrome 1	20	1	dec2013	Pathogenic
PARK7	Parkinson disease 7	7	2	dec2013	Pathogenic
PARK2	Parkinson disease 2	35	7	dec2013	Pathogenic
GUSB	Mucopolysaccharidosis type VII	16	1	dec2013	Pathogenic
ROR2	Brachydactyly type B1	19	6	dec2013	Pathogenic
KIT	not provided	37	13	dec2013	Pathogenic
EDAR	Autosomal recessive hypohidrotic ectodermal d	16	4	dec2013	Pathogenic
RFX6	Pancreatic hypoplasia, intestinal atresia, an	9	2	dec2013	Pathogenic
CRX	Cone-rod dystrophy 2	11	2	dec2013	Pathogenic
CRK	Developmental Delay and additional significan	6	4	dec2013	Pathogenic
GLDC	Non-ketotic hyperglycinemia	88	2	dec2013	probably pathogenic
PC	Pyruvate carboxylase deficiency	21	1	dec2013	Pathogenic
OR5L1	melanoma	6	1	dec2013	not provided
MT-ND2	Lebers optic atrophy	6	3	dec2013	Pathogenic
TRRAP	melanoma	8	1	dec2013	not provided
MT-ND5	Leigh syndrome due to mitochondrial complex I	17	5	dec2013	Pathogenic
CR2	melanoma	7	3	dec2013	not provided
TNFRSF1A	TNF receptor-associated periodic fever syndro	13	2	dec2013	Pathogenic
CYP19A1	Aromatase deficiency	19	5	dec2013	Pathogenic
GPD1L	Brugada syndrome 2	6	3	dec2013	Pathogenic
PAX2	Renal coloboma syndrome	13	4	dec2013	Pathogenic
EHMT1	Chromosome 9q deletion syndrome	22	3	dec2013	Pathogenic
PAX9	Tooth agenesis, selective, 3	16	2	dec2013	Pathogenic
HPRT1	Lesch-Nyhan syndrome	87	32	dec2013	Pathogenic
PAX8	Thyroid agenesis	8	2	dec2013	Pathogenic
WDR19	Cranioectodermal dysplasia 4	6	4	dec2013	Pathogenic
ZMYND10	Ciliary dyskinesia, primary, 22	6	1	dec2013	Pathogenic
AMBN	melanoma	6	4	dec2013	not provided
VSX2	Microphthalmia, isolated 2	7	4	dec2013	Pathogenic
HSPB1	Distal hereditary motor neuronopathy type 2B	10	2	dec2013	Pathogenic
KCNE2	not provided	24	5	dec2013	not provided
KCNE1	not provided	48	9	dec2013	not provided
LIG4	Lig4 syndrome	11	4	dec2013	Pathogenic
NAV2	melanoma	6	1	dec2013	not provided
IL36RN	Pustular psoriasis, generalized	9	3	dec2013	Pathogenic
MT-TS1	Deafness, nonsyndromic sensorineural, mitocho	19	8	dec2013	Pathogenic
ADAMTS20	melanoma	7	1	dec2013	not provided
H6PD	Deficiency of (R)-20-hydroxysteroid dehydroge	7	3	dec2013	Pathogenic
BCHE	Deficiency of butyrylcholine esterase	34	30	dec2013	Pathogenic
TUBA1A	Lissencephaly 3	10	2	dec2013	Pathogenic
G6PC	Glycogen storage disease type 1A	26	3	dec2013	Pathogenic
POMT1	Walker-Warburg congenital muscular dystrophy	20	4	dec2013	Pathogenic
POMT2	Congenital muscular dystrophy-dystroglycanopa	22	3	dec2013	Pathogenic
ALAD	Porphobilinogen synthase deficiency	8	3	dec2013	Pathogenic
NR2E3	Enhanced s-cone syndrome	9	3	dec2013	Pathogenic
ALG1	Congenital disorder of glycosylation type 1K	8	2	dec2013	Pathogenic
SERPINF1	Osteogenesis imperfecta type 12	10	3	dec2013	Pathogenic
DSG3	melanoma	10	1	dec2013	not provided
OXCT1	Succinyl-CoA acetoacetate transferase deficie	8	2	dec2013	Pathogenic
DSG4	Hypotrichosis 6	12	2	dec2013	Pathogenic
SMARCE1	Meningioma, familial	6	3	dec2013	risk factor
C1orf173	melanoma	6	1	dec2013	not provided
CUBN	Megaloblastic anemia due to inborn errors of 	31	2	dec2013	probably pathogenic
GPC3	Simpson-Golabi-Behmel syndrome	14	5	dec2013	Pathogenic
GPC5	melanoma	6	3	dec2013	not provided
GPC6	Omodysplasia 1	8	2	dec2013	Pathogenic
BICD2	Spinal muscular atrophy, lower extremity pred	6	1	dec2013	Pathogenic
BBS9	Bardet-Biedl syndrome 9	9	2	dec2013	Pathogenic
BBS1	Bardet-Biedl syndrome 1	12	3	dec2013	Pathogenic
BBS2	Bardet-Biedl syndrome 2	21	2	dec2013	Pathogenic
BBS5	Bardet-Biedl syndrome 5	7	2	dec2013	Pathogenic
BBS4	Bardet-Biedl syndrome	25	5	dec2013	Pathogenic
NYX	Congenital stationary night blindness, type 1	6	1	dec2013	Pathogenic
AGL	Glycogen storage disease IIIa	29	7	dec2013	Pathogenic
AGA	Aspartylglycosaminuria	50	9	dec2013	Pathogenic
KHDC3L	Hydatidiform mole, recurrent, 2	6	2	dec2013	Pathogenic
PDCD10	Cerebral cavernous malformations 3	7	1	dec2013	Pathogenic
AGT	Renal dysplasia	13	8	dec2013	Pathogenic
ESPN	Deafness, without vestibular involvement, aut	7	3	dec2013	Pathogenic
PIK3CA	MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMIC	41	15	dec2013	other
PRNP	Genetic prion diseases	59	12	dec2013	Pathogenic
MEN1	Multiple endocrine neoplasia, type 1	63	8	dec2013	Pathogenic
ORM1	OROSOMUCOID POLYMORPHISM	9	7	dec2013	Pathogenic
NT5C3A	Uridine 5-prime monophosphate hydrolase defic	10	1	dec2013	Pathogenic
ACLY	not provided	11	2	dec2013	Uncertain significance
MAK	Retinitis pigmentosa 62	6	2	dec2013	Pathogenic
ALDH3A2	Sjögren-Larsson syndrome	9	1	dec2013	Pathogenic
EVC	Chondroectodermal dysplasia	10	4	dec2013	Pathogenic
AGPAT2	Congenital generalized lipodystrophy type 1	9	1	dec2013	Pathogenic
MPV17	Navajo neurohepatopathy	21	1	dec2013	Pathogenic
HMCN1	melanoma	6	2	dec2013	not provided
RPS6KA3	Coffin-Lowry syndrome	22	3	dec2013	Pathogenic
VAPB	Amyotrophic lateral sclerosis type 8	6	4	dec2013	Pathogenic
NPHP3	Renal-hepatic-pancreatic dysplasia	12	5	dec2013	Pathogenic
NPHP4	Nephronophthisis 4	7	2	dec2013	Pathogenic
CTH	Cystathioninuria	6	3	dec2013	Pathogenic
ACOX1	Pseudoneonatal adrenoleukodystrophy	8	2	dec2013	Pathogenic
MYLK2	AllHighlyPenetrant	31	4	dec2013	Benign
LOXHD1	AllHighlyPenetrant	40	5	dec2013	Benign
CD46	Atypical hemolytic-uremic syndrome 2	6	1	dec2013	risk factor
GLRA1	Hyperekplexia hereditary	28	3	dec2013	Pathogenic
WDR72	melanoma	7	2	dec2013	not provided
ZFHX4	melanoma	15	1	dec2013	not provided
C5orf42	Joubert syndrome 17	10	3	dec2013	Pathogenic
SH3BP4	melanoma	6	2	dec2013	not provided
ZIC2	Holoprosencephaly 5	8	1	dec2013	Pathogenic
CDON	Holoprosencephaly 11	7	2	dec2013	Pathogenic
PAK3	X-linked mental retardation 30	6	2	dec2013	Pathogenic
NSDHL	Child syndrome	10	2	dec2013	Pathogenic
NUBPL	Mitochondrial complex I deficiency	6	1	dec2013	Pathogenic
OR4C13	melanoma	6	1	dec2013	not provided
CYP2D6	Debrisoquine, poor metabolism of	9	4	dec2013	Pathogenic
PRKG1	melanoma	6	3	dec2013	not provided
TMEM216	Meckel syndrome type 2	6	2	dec2013	Pathogenic
COX10	Global developmental delay	19	9	dec2013	Pathogenic
PDGFRA	not provided	34	6	dec2013	Uncertain significance
SCN10A	melanoma	15	1	dec2013	not provided
ACTA1	Nemaline myopathy 3	27	7	dec2013	Pathogenic
MCTP2	melanoma	6	2	dec2013	not provided
TPM3	Congenital myopathy with fiber type dispropor	18	4	dec2013	Pathogenic
TPM2	CAP MYOPATHY 2	9	5	dec2013	Pathogenic
TPM1	AllHighlyPenetrant	105	7	dec2013	Uncertain significance
TGFBR2	AllHighlyPenetrant	52	9	dec2013	Pathogenic
TGFBR1	AllHighlyPenetrant	24	5	dec2013	Pathogenic
TPMT	Thiopurine methyltransferase deficiency	7	1	dec2013	Pathogenic
TJP2	AllHighlyPenetrant	24	3	dec2013	Benign
SH3PXD2B	Frank Ter Haar syndrome	6	3	dec2013	Pathogenic
SMARCA2	not provided	44	4	dec2013	not provided
SMARCA4	Mental retardation, autosomal dominant 16	16	4	dec2013	not provided
TOR1A	Dystonia 1	7	4	dec2013	Pathogenic
SPAST	Spastic paraplegia 4	23	4	dec2013	Pathogenic
CANT1	Desbuquois syndrome	15	2	dec2013	Pathogenic
PAH	Phenylketonuria	67	4	dec2013	Pathogenic
DCC	melanoma	20	5	dec2013	not provided
DCX	Subcortical laminar heterotopia, X-linked	24	3	dec2013	Pathogenic
DCT	Developmental Delay and additional significan	8	4	dec2013	Pathogenic
CUL7	Three M syndrome 1	7	2	dec2013	Pathogenic
CUL3	Pseudohypoaldosteronism type 2E	8	2	dec2013	Pathogenic
CDH23	AllHighlyPenetrant	255	7	dec2013	Benign
IHH	Brachydactyly type A1	11	2	dec2013	Pathogenic
GBA	Gauchers disease, type 1	95	9	dec2013	Pathogenic
KIF7	Acrocallosal syndrome, Schinzel type	10	5	dec2013	Pathogenic
ANXA11	Global developmental delay	8	3	dec2013	Pathogenic
SLC3A1	Cystinuria	11	3	dec2013	Pathogenic
BAG3	AllHighlyPenetrant	28	5	dec2013	Benign
SH2D1A	X-linked lymphoproliferative syndrome 1	13	1	dec2013	Pathogenic
MSRB3	melanoma	7	3	dec2013	not provided
SLC34A1	not provided	9	3	dec2013	Uncertain significance
PDHA1	Pyruvate dehydrogenase e1-alpha deficiency	24	3	dec2013	Pathogenic
ATXN10	Spinocerebellar ataxia 10	7	2	dec2013	Pathogenic
TCAP	AllHighlyPenetrant	17	4	dec2013	Uncertain significance
TMPO	AllHighlyPenetrant	32	4	dec2013	Benign
ECM1	Lipid proteinosis	7	1	dec2013	Pathogenic
FMR1	Fragile X syndrome	10	5	dec2013	Pathogenic
AMHR2	PERSISTENT MULLERIAN DUCT SYNDROME, TYPE II	8	4	dec2013	Pathogenic
ANKRD30A	melanoma	10	1	dec2013	not provided
GAN	Giant axonal neuropathy	9	1	dec2013	Pathogenic
RGS9	melanoma	6	3	dec2013	not provided
ATP5G3	Developmental Delay and additional significan	8	4	dec2013	Pathogenic
CATSPERB	melanoma	6	1	dec2013	not provided
RDH12	Leber congenital amaurosis 13	16	2	dec2013	Pathogenic
NALCN	melanoma	7	3	dec2013	Pathogenic
MLYCD	Deficiency of malonyl-CoA decarboxylase	8	2	dec2013	Pathogenic
ABHD5	Triglyceride storage disease with ichthyosis	8	1	dec2013	Pathogenic
FAT2	melanoma	6	1	dec2013	not provided
FAT4	melanoma	14	1	dec2013	not provided
DSG2	AllHighlyPenetrant	80	6	dec2013	probably not pathogenic
PRODH	Proline dehydrogenase deficiency	21	6	dec2013	Pathogenic
FZD4	Familial exudative vitreoretinopathy	7	3	dec2013	Pathogenic
PHYH	Refsum disease, adult, 1	9	2	dec2013	Pathogenic
ASH1L	melanoma	6	1	dec2013	not provided
B3GALNT1	p phenotype	6	3	dec2013	Pathogenic
TMEM237	Joubert syndrome 14	6	2	dec2013	Pathogenic
BCL2L11	Developmental Delay and additional significan	8	6	dec2013	Uncertain significance
MSX1	Partial congenital absence of teeth	11	6	dec2013	Pathogenic
MSX2	Parietal foramina 1	8	3	dec2013	Pathogenic
SHOX	Leri Weill dyschondrosteosis	26	4	dec2013	Pathogenic
GTF2H2	Developmental Delay and additional significan	16	10	dec2013	Benign
RPL38	Developmental Delay and additional significan	6	5	dec2013	Benign
BUB1B	Premature chromatid separation trait	27	6	dec2013	Pathogenic
LHX3	Pituitary hormone deficiency, combined 3	9	1	dec2013	Pathogenic
B3GALTL	Peters plus syndrome	6	1	dec2013	Pathogenic
B3GALT6	Spondyloepimetaphyseal dysplasia with joint l	14	3	dec2013	Pathogenic
OCA2	Tyrosinase-positive oculocutaneous albinism	16	3	dec2013	Pathogenic
RAB3GAP1	Warburg micro syndrome 1	9	3	dec2013	Pathogenic
PEPD	Prolidase deficiency	11	1	dec2013	Pathogenic
ZIC3	Heterotaxy, visceral, X-linked	10	3	dec2013	Pathogenic
TBC1D24	Myoclonic epilepsy, infantile, familial	6	2	dec2013	Pathogenic
MED12	OHDO SYNDROME, X-LINKED	6	3	dec2013	Pathogenic
GUCY2D	Leber congenital amaurosis 1	11	2	dec2013	Pathogenic
INS	Permanent neonatal diabetes mellitus	41	12	dec2013	Pathogenic
GFPT1	Myasthenia, limb-girdle, with tubular aggrega	7	2	dec2013	Pathogenic
DAG1	not provided	13	2	dec2013	not provided
ACP5	Spondyloenchondrodysplasia with immune dysreg	11	3	dec2013	Pathogenic
ACP1	Developmental Delay and additional significan	10	6	dec2013	Pathogenic
GLA	Fabrys disease	87	7	dec2013	Pathogenic
MT-RNR1	AllHighlyPenetrant	45	5	dec2013	Pathogenic
SLC2A10	Arterial tortuosity syndrome	6	1	dec2013	Pathogenic
BSN	melanoma	6	1	dec2013	not provided
SLC27A4	Ichthyosis prematurity syndrome	7	1	dec2013	Pathogenic
AK2	Reticular dysgenesis	14	2	dec2013	Pathogenic
AK1	Adenylate kinase deficiency, hemolytic anemia	10	4	dec2013	Pathogenic
NCKAP1L	melanoma	6	1	dec2013	not provided
FBN3	melanoma	6	1	dec2013	not provided
SCN1B	Generalized epilepsy with febrile seizures pl	10	5	dec2013	Pathogenic
SCN1A	Severe myoclonic epilepsy in infancy	222	9	dec2013	not provided
SFTPB	Surfactant metabolism dysfunction, pulmonary,	6	2	dec2013	Pathogenic
SPTB	Elliptocytosis 3	27	12	dec2013	Pathogenic
IMPDH1	Retinitis pigmentosa 10	8	3	dec2013	Pathogenic
ACAN	melanoma	11	5	dec2013	not provided
ADAMTSL2	Geleophysic dysplasia	7	1	dec2013	Pathogenic
ADAMTSL4	Ectopia lentis, isolated autosomal recessive	10	3	dec2013	Pathogenic
TULP1	Retinitis pigmentosa 14	14	2	dec2013	Pathogenic
MT-CYB	Exercise intolerance	14	9	dec2013	Pathogenic
SARDH	Sarcosine dehydrogenase deficiency	7	2	dec2013	Pathogenic
DEPDC5	Epilepsy, partial, with variable foci	8	2	dec2013	Pathogenic
STXBP1	Early infantile epileptic encephalopathy 4	8	3	dec2013	Pathogenic
STXBP2	Hemophagocytic lymphohistiocytosis, familial,	7	1	dec2013	Pathogenic
CYP1B1	Glaucoma, congenital	27	8	dec2013	Pathogenic
FANCG	Fanconi anemia, complementation group G	9	1	dec2013	Pathogenic
FANCF	Fanconi anemia, complementation group F	6	2	dec2013	Pathogenic
FANCC	Fanconi anemia, complementation group C	15	4	dec2013	Pathogenic
FANCB	Fanconi anemia, complementation group B	7	1	dec2013	Pathogenic
FANCA	Fanconi anemia, complementation group A	11	1	dec2013	Pathogenic
FANCI	Fanconi anemia, complementation group I	6	2	dec2013	Pathogenic
ARSD	Developmental Delay and additional significan	6	3	dec2013	Pathogenic
F13B	Factor xiii, b subunit, deficiency of	6	3	dec2013	Pathogenic
HMGCL	Deficiency of hydroxymethylglutaryl-CoA lyase	6	1	dec2013	Pathogenic
RERE	Developmental Delay and additional significan	13	4	dec2013	Pathogenic
SPHKAP	melanoma	10	1	dec2013	not provided
PRKCG	Spinocerebellar ataxia 14	29	3	dec2013	Pathogenic
RAPSN	Myasthenic syndrome, congenital, associated w	14	3	dec2013	Pathogenic
TYMP	MITOCHONDRIAL DNA DEPLETION SYNDROME 1 (MNGIE	14	1	dec2013	Pathogenic
TPI1	Triosephosphate isomerase deficiency	8	4	dec2013	Pathogenic
TRPV4	Metatrophic dysplasia	46	11	dec2013	Pathogenic
TRPV6	not provided	7	2	dec2013	Uncertain significance
TRPV3	not provided	7	3	dec2013	not provided
CTSA	Galactosialidosis, late infantile	15	4	dec2013	Pathogenic
CTSC	Papillon-Lefèvre syndrome	13	3	dec2013	Pathogenic
CTSF	CEROID LIPOFUSCINOSIS, NEURONAL, 13	6	3	dec2013	Pathogenic
FGFR2	Crouzon syndrome	62	20	dec2013	Pathogenic
FGFR3	Hypochondroplasia	66	21	dec2013	Pathogenic
NUP210L	melanoma	6	1	dec2013	not provided
EMD	Emery-Dreifuss muscular dystrophy, X-linked	20	3	dec2013	Pathogenic
STIL	Primary autosomal recessive microcephaly 7	10	2	dec2013	Benign
CARD9	Candidiasis, familial, 2	8	2	dec2013	not provided
KIAA0196	Spastic paraplegia 8	6	2	dec2013	Pathogenic
PHKA1	Glycogen storage disease IXd	8	2	dec2013	Pathogenic
PHKA2	GLYCOGEN STORAGE DISEASE, TYPE IXa2	15	2	dec2013	Pathogenic
ABCA12	Autosomal recessive congenital ichthyosis 4B	18	4	dec2013	Pathogenic
COCH	Deafness, autosomal dominant 9	13	4	dec2013	Pathogenic
IL6	INTERLEUKIN 6 POLYMORPHISM	8	8	dec2013	risk factor
GNE	Inclusion body myopathy 2	17	3	dec2013	Pathogenic
FGD1	Aarskog syndrome	12	2	dec2013	Pathogenic
NSF	Developmental Delay and additional significan	6	4	dec2013	Benign
STRA6	Microphthalmia syndromic 9	17	3	dec2013	Pathogenic
POU3F4	Deafness, X-linked 2	20	3	dec2013	Pathogenic
AOC1	Developmental Delay and additional significan	16	9	dec2013	Pathogenic
KCNK3	Primary pulmonary hypertension 4	6	2	dec2013	Pathogenic
NHLRC1	Epilepsy, progressive myoclonic 2b	7	1	dec2013	Pathogenic
BRINP2	melanoma	8	1	dec2013	not provided
BRINP1	melanoma	8	2	dec2013	not provided
TLR2	melanoma	9	4	dec2013	not provided
TLR4	melanoma	8	4	dec2013	not provided
MYO15A	AllHighlyPenetrant	56	5	dec2013	Benign
SCN3A	melanoma	6	1	dec2013	not provided
SLC7A9	Cystinuria	17	2	dec2013	Pathogenic
HLA-B	Toxic epidermal necrolysis	11	8	dec2013	risk factor
FMN2	melanoma	7	1	dec2013	not provided
AMER1	Osteopathia striata with cranial sclerosis	9	2	dec2013	Pathogenic
ACVRL1	Hereditary hemorrhagic telangiectasia type 2	23	4	dec2013	Pathogenic
SMCHD1	Facioscapulohumeral muscular dystrophy 2	6	1	dec2013	Pathogenic
EVI2A	Developmental Delay and additional significan	10	6	dec2013	Pathogenic
LMBR1	POLYDACTYLY, PREAXIAL II	18	5	dec2013	Pathogenic
TP63	Ectrodactyly, ectodermal dysplasia, and cleft	40	9	dec2013	Pathogenic
FERMT3	LEUKOCYTE ADHESION DEFICIENCY, TYPE III	8	1	dec2013	Pathogenic
FERMT1	Kindlers syndrome	8	2	dec2013	Pathogenic
SIL1	Marinesco-Sjögren syndrome	10	1	dec2013	Pathogenic
DGUOK	Mitochondrial DNA-depletion syndrome 3, hepat	7	1	dec2013	Pathogenic
PRPH2	Retinitis pigmentosa 7	24	8	dec2013	Pathogenic
GRIN2B	Mental retardation, autosomal dominant 6	15	2	dec2013	Pathogenic
PLOD2	Bruck syndrome 2	7	3	dec2013	Pathogenic
TSEN54	Pontocerebellar hypoplasia type 4	7	2	dec2013	Pathogenic
BCL10	FOLLICULAR LYMPHOMA, SOMATIC	18	8	dec2013	other
CRKL	Developmental Delay and additional significan	20	10	dec2013	Pathogenic
SLITRK1	melanoma	6	3	dec2013	Pathogenic
PAPPA	melanoma	8	1	dec2013	not provided
PIK3C2G	not provided	10	2	dec2013	Uncertain significance
D2HGDH	D-2-hydroxyglutaric aciduria 1	8	2	dec2013	Pathogenic
L1CAM	X-linked hydrocephalus syndrome	21	6	dec2013	Pathogenic
CYP11A1	Adrenal insufficiency, congenital, with 46,XY	9	1	dec2013	Pathogenic
RPH3AL	Developmental Delay and additional significan	8	3	dec2013	Uncertain significance
SLC39A4	Hereditary acrodermatitis enteropathica	13	2	dec2013	Pathogenic
XIRP2	melanoma	17	1	dec2013	not provided
GZMA	melanoma	6	3	dec2013	not provided
VWF	melanoma	56	11	dec2013	Pathogenic
MYH11	Familial aortopathy	17	3	dec2013	Uncertain significance
MYH13	melanoma	7	1	dec2013	not provided
MYH14	AllHighlyPenetrant	47	4	dec2013	Benign
CDH13	Developmental Delay and additional significan	8	3	dec2013	Uncertain significance
RET	MEN2 phenotype: Unknown	221	23	dec2013	Pathogenic
REN	melanoma	12	4	dec2013	Pathogenic
HMBS	Acute intermittent porphyria	46	2	dec2013	Pathogenic
CDH17	melanoma	6	4	dec2013	Pathogenic
SLC30A10	Hypermanganesemia with dystonia, polycythemia	11	1	dec2013	Pathogenic
SI	Sucrase-isomaltase deficiency	14	2	dec2013	Pathogenic
PDE1C	melanoma	8	1	dec2013	not provided
DYM	Dyggve-Melchior-Clausen syndrome	12	3	dec2013	Pathogenic
ARSE	Chondrodysplasia punctata 1, X-linked recessi	12	2	dec2013	Pathogenic
ARSA	not provided	125	14	dec2013	Pathogenic
ARSB	MUCOPOLYSACCHARIDOSIS TYPE VI, SEVERE	15	6	dec2013	Pathogenic
HEXA	Tay-Sachs disease	59	15	dec2013	Pathogenic
CA2	Osteopetrosis with renal tubular acidosis	9	3	dec2013	Pathogenic
HEXB	Sandhoff disease, infantile	16	9	dec2013	Pathogenic
GHR	Laron-type isolated somatotropin defect	34	7	dec2013	Pathogenic
MIP	melanoma	6	2	dec2013	Pathogenic
FBLN5	Age-related macular degeneration 3	16	5	dec2013	Pathogenic
CGNL1	melanoma	7	1	dec2013	not provided
PAFAH1B1	Lissencephaly 1	23	5	dec2013	Pathogenic
GH1	Autosomal dominant isolated somatotropin defi	26	4	dec2013	Pathogenic
CYLD	Cylindromatosis, familial	16	4	dec2013	Pathogenic
GATAD1	AllHighlyPenetrant	6	2	dec2013	probably not pathogenic
DMRT1	Developmental Delay and additional significan	24	8	dec2013	Pathogenic
GHRHR	Isolated growth hormone deficiency type 1B	13	3	dec2013	Pathogenic
PROS1	Protein S deficiency	13	4	dec2013	Pathogenic
ADAR	Aicardi-goutieres syndrome 6	20	4	dec2013	Pathogenic
EPOR	Familial erythrocytosis, 1	8	2	dec2013	Pathogenic
SH3TC2	Charcot-Marie-Tooth disease, type 4C	24	3	dec2013	Pathogenic
BBS10	Bardet-Biedl syndrome 10	12	3	dec2013	Pathogenic
BBS12	Bardet-Biedl syndrome 12	7	3	dec2013	Pathogenic
HS6ST1	HYPOGONADOTROPIC HYPOGONADISM 15 WITH ANOSMIA	6	3	dec2013	risk factor
SCN5A	not provided	613	23	dec2013	not provided
MRE11A	Malignant tumor of urinary bladder	28	2	dec2013	other
ISPD	Congenital muscular dystrophy-dystroglycanopa	13	1	dec2013	Pathogenic
TMEM5	Congenital muscular dystrophy-dystroglycanopa	7	1	dec2013	Pathogenic
TGFB1	Diaphyseal dysplasia	24	4	dec2013	Pathogenic
TGFB2	Loeys-Dietz syndrome, type 4	6	2	dec2013	Pathogenic
FGD4	Charcot-Marie-Tooth disease, type 4H	11	2	dec2013	Pathogenic
F13A1	Factor xiii, a subunit, deficiency of	25	4	dec2013	Pathogenic
FKRP	Congenital muscular dystrophy-dystroglycanopa	19	2	dec2013	Pathogenic
SLC20A2	Fahrs syndrome	13	3	dec2013	Pathogenic
CHST14	Ehlers-Danlos syndrome, musculocontractural t	9	1	dec2013	Pathogenic
GCDH	Glutaric aciduria, type 1	9	1	dec2013	Pathogenic
TGFBI	Reis-Bucklers corneal dystrophy	14	8	dec2013	Pathogenic
CKAP5	melanoma	6	1	dec2013	not provided
GNPTAB	I cell disease	136	6	dec2013	Pathogenic
VSX1	Keratoconus 1	6	4	dec2013	Pathogenic
MLC1	Megalencephalic leukoencephalopathy with subc	27	2	dec2013	Pathogenic
MC1R	Skin/hair/eye pigmentation 2, red hair/fair s	15	7	dec2013	Pathogenic
LRRC6	Ciliary dyskinesia, primary, 19	7	1	dec2013	Pathogenic
LRRC7	melanoma	6	1	dec2013	not provided
WNK4	not provided	15	2	dec2013	Uncertain significance
ZAN	melanoma	6	1	dec2013	not provided
RUNX2	Cleidocranial dysostosis	20	9	dec2013	Pathogenic
RUNX1	Familial platelet disorder with associated my	12	5	dec2013	Pathogenic
DOCK8	Developmental Delay and additional significan	18	7	dec2013	Uncertain significance
GRIA1	melanoma	9	2	dec2013	not provided
SLC9A4	melanoma	7	1	dec2013	not provided
SCNN1G	melanoma	13	4	dec2013	not provided
JUP	AllHighlyPenetrant	39	4	dec2013	Benign
SCNN1B	Bronchiectasis	17	5	dec2013	Pathogenic
SCNN1A	Pseudohypoaldosteronism type 1 autosomal rece	8	2	dec2013	Pathogenic
PLCB4	Auriculocondylar syndrome 2	20	3	dec2013	Pathogenic
ESR1	Estrogen resistance	9	7	dec2013	Pathogenic
EARS2	Combined oxidative phosphorylation deficiency	7	1	dec2013	Pathogenic
MMADHC	Methylmalonic aciduria, cblD type, variant 2	9	3	dec2013	Pathogenic
TBX3	Ulnar-mammary syndrome	7	2	dec2013	Pathogenic
CTNND2	melanoma	6	2	dec2013	not provided
A2M	ALPHA-2-MACROGLOBULIN POLYMORPHISM	13	6	dec2013	Benign
ATL1	Spastic paraplegia 3	24	3	dec2013	Pathogenic
PRRT2	Dystonia 10	21	3	dec2013	Pathogenic
EZH2	Weaver syndrome	8	3	dec2013	Pathogenic
PPIB	not provided	15	2	dec2013	not provided
MID1	Opitz-Frias syndrome	11	3	dec2013	Pathogenic
FAS	Autoimmune lymphoproliferative syndrome, type	21	3	dec2013	Pathogenic
FAH	Tyrosinemia type I	16	2	dec2013	Pathogenic
TSPAN7	X-linked mental retardation 58	6	4	dec2013	Pathogenic
MAN2B1	Deficiency of alpha-mannosidase	11	2	dec2013	Pathogenic
OAT	Ornithine aminotransferase deficiency	70	3	dec2013	Pathogenic
IGHMBP2	Werdnig-Hoffmann disease	10	2	dec2013	Pathogenic
CFTR	Cystic fibrosis	306	12	dec2013	Pathogenic
AMN	Megaloblastic anemia due to inborn errors of 	24	2	dec2013	probably pathogenic
AMT	Non-ketotic hyperglycinemia	25	1	dec2013	probably pathogenic
LTN1	melanoma	7	1	dec2013	not provided
